5141.EFNCRP00000007282	GO:0004476,GO:0031505
10090.ENSMUSP00000035910	GO:0003677,GO:0005634,GO:0006366,GO:0045893
316407.1742138	GO:0004792,GO:0030288
4932.YCR030C	GO:0000147,GO:0001400,GO:0005934,GO:0005935,GO:0032185
3702.AT2G14740.1	GO:0005768,GO:0005794,GO:0005802,GO:0006623,GO:0016020
7955.ENSDARP00000012386	GO:0005737,GO:0007369,GO:0030178
7227.FBpp0077459	GO:0016321
9606.ENSP00000305071	GO:0003677,GO:0003712
7227.FBpp0076691	GO:0004971,GO:0006812,GO:0008328
10090.ENSMUSP00000033427	GO:0002639,GO:0002726,GO:0005634,GO:0005737,GO:0030890,GO:0032729,GO:0032733,GO:0032743,GO:0032753,GO:0032760,GO:0042102,GO:0043372,GO:0046622,GO:0048873
7227.FBpp0076693	GO:0007306,GO:0007313,GO:0007343,GO:0008063,GO:0016485
10090.ENSMUSP00000033429	GO:0001787,GO:0001866,GO:0045944
6239.K12C11.2	GO:0000122,GO:0002119,GO:0009792,GO:0034502,GO:0070194
4896.SPAC644.12.1	GO:0000086,GO:0000974,GO:0005681,GO:0005829,GO:0045292
9606.ENSP00000464212	GO:0005886,GO:0007411,GO:0055072
3702.AT1G03380.1	GO:0042594
5141.EFNCRP00000006032	GO:0003697,GO:0003700,GO:0005634,GO:0006366,GO:0010628
5141.EFNCRP00000006033	GO:0004691,GO:0005634,GO:0005737,GO:0005952,GO:0007265,GO:0010737
10090.ENSMUSP00000067897	GO:0007189,GO:0008584,GO:0016500
9606.ENSP00000354416	GO:0005576,GO:0006935,GO:0008009
10090.ENSMUSP00000067898	GO:0001707,GO:0005794,GO:0009948,GO:0016055,GO:0017147,GO:0031410
4932.YNL229C	GO:0003714,GO:0004602,GO:0005829,GO:0006808,GO:0010044,GO:0032447,GO:0042994,GO:0051219
3702.AT4G34020.1	GO:0009507,GO:0009658
7227.FBpp0071562	GO:0022008
9823.ENSSSCP00000004423	GO:0004447
4932.YKL015W	GO:0000972,GO:0000978,GO:0001077,GO:0005634,GO:2001158
4932.YOR112W	GO:0000049,GO:0005737,GO:0006409
7227.FBpp0085529	GO:0022008
4896.SPACUNK4.16c.1	GO:0005829
10116.ENSRNOP00000027584	GO:0006817
10090.ENSMUSP00000092746	GO:0005739
10090.ENSMUSP00000097515	GO:0051896
4932.YKL046C	GO:0007117,GO:0009272,GO:0046658
7227.FBpp0081581	GO:0001964,GO:0005615,GO:0005811,GO:0007422,GO:0007476,GO:0022008,GO:0030431,GO:0031987,GO:0042048,GO:0045169,GO:0048854
10116.ENSRNOP00000016841	GO:0005248,GO:0006813,GO:0015871
9606.ENSP00000284322	GO:0005615
511145.b3733	GO:0045261,GO:0046933,GO:0046961
10116.ENSRNOP00000027058	GO:0005737,GO:0016324,GO:0031526,GO:0035094
9606.ENSP00000376472	GO:0004579,GO:0018279,GO:0043686,GO:0043687
4932.YGL130W	GO:0004484,GO:0006370,GO:0031533,GO:0045944
9606.ENSP00000305640	GO:0005886
7227.FBpp0078361	GO:0001104,GO:0016592,GO:0046425
10116.ENSRNOP00000027057	GO:0001666,GO:0005634,GO:0006284,GO:0010033,GO:0042493
9606.ENSP00000305647	GO:0005886,GO:0007517
9606.ENSP00000173229	GO:0005576,GO:0007411
208964.PA3622	GO:0006355
3702.AT1G78670.1	GO:0005773
4896.SPBC31E1.03.1	GO:0005634,GO:0005829,GO:0034613,GO:0045292
4896.SPCC1235.06.1	GO:0044732
3702.AT4G11280.1	GO:0006979,GO:0009611,GO:0009612,GO:0009693,GO:0009733,GO:0009753,GO:0016847,GO:0071281
3702.AT3G13970.1	GO:0006914
9606.ENSP00000465732	GO:0003677
6239.C02H7.3a	GO:0005623,GO:0007268,GO:0007618,GO:0014057,GO:0018991,GO:0030421
9606.ENSP00000427279	GO:0002237,GO:0005615,GO:0006935,GO:0006954,GO:0008009
6239.F46F11.4	GO:0005829,GO:0034514,GO:0044798
7460.GB13351-PA	GO:0005509
7227.FBpp0074805	GO:0005615,GO:0032504
3702.AT3G22360.1	GO:0005739
9606.ENSP00000341947	GO:0000278,GO:0005654
9606.ENSP00000318128	GO:0006892,GO:0031083
7227.FBpp0078369	GO:0022008
10090.ENSMUSP00000094966	GO:0001525,GO:0003705,GO:0005634,GO:0005667,GO:0005737,GO:0030217,GO:0030218,GO:0043010,GO:0043565,GO:0045944
9606.ENSP00000341940	GO:0002027,GO:0005246,GO:0005783,GO:0007517,GO:0008022,GO:0010614,GO:0014819,GO:0016010,GO:0017080,GO:0032403,GO:0033292,GO:0038009,GO:0043407,GO:0045792,GO:0051394,GO:0051926,GO:0060299,GO:0060307,GO:0060373,GO:0070836,GO:0071253,GO:0090279,GO:1900825,GO:1901019,GO:2000649
9606.ENSP00000417078	GO:0003725,GO:0005634,GO:0005829,GO:0032481,GO:0045087
7227.FBpp0073637	GO:0005794,GO:0007432,GO:0007436,GO:0008340,GO:0009790,GO:0045454
4932.YGR003W	GO:0004842,GO:0031463,GO:0042787
9606.ENSP00000315743	GO:0000075
4896.SPAC19A8.04.1	GO:0006696,GO:0071210,GO:0090002
4896.SPAC1002.04c.1	GO:0005829
9606.ENSP00000176763	GO:0005886,GO:0042801,GO:0042803,GO:0046777,GO:2000401
10116.ENSRNOP00000023773	GO:0007623,GO:0008467
4896.SPBC1703.11.1	GO:0005737
7227.FBpp0089379	GO:0005783,GO:0007418,GO:0045926
10090.ENSMUSP00000003035	GO:0007224,GO:0007225,GO:0007368,GO:0009880,GO:0009953,GO:0015197
4896.SPAC17H9.19c.1	GO:0000077,GO:0005634,GO:0006261,GO:0006279,GO:0033314,GO:0034613,GO:0042787,GO:0051443
9606.ENSP00000310721	GO:0005789,GO:0006699,GO:0006805,GO:0008396,GO:0016125
9031.ENSGALP00000036884	GO:0007368,GO:0030326,GO:0045663,GO:0045944,GO:0061184,GO:2000287,GO:2000288
316407.4062477	GO:0010181
316407.4062471	GO:0005829,GO:0016020
10116.ENSRNOP00000017718	GO:0001595,GO:0004177,GO:0005886,GO:0009725,GO:0009986,GO:0010813,GO:0017046,GO:0032593,GO:0043025,GO:0048169,GO:0048471
3702.AT5G58140.1	GO:0004674,GO:0005794,GO:0005886,GO:0009638,GO:0009882,GO:0009902,GO:0010118,GO:0010181,GO:0010362,GO:0046777
10116.ENSRNOP00000017714	GO:0016232
9606.ENSP00000260442	GO:0005739,GO:0005829,GO:0006919,GO:0007283,GO:0007292,GO:0016020,GO:0043066
316407.4062478	GO:0006974,GO:0016491
10116.ENSRNOP00000061683	GO:0004676,GO:0005158,GO:0005829,GO:0005886,GO:0019901,GO:0048041
9606.ENSP00000387307	GO:0003924,GO:0005813,GO:0007264,GO:0010824,GO:0022402,GO:0042493
9606.ENSP00000450895	GO:0004672,GO:0005634,GO:0005737
9606.ENSP00000225298	GO:0005634
4932.YOR065W	GO:0005750,GO:0005758,GO:0005829,GO:0006122,GO:0045153
9606.ENSP00000225296	GO:0000182,GO:0005654,GO:0005730,GO:0045943
39947.LOC_Os06g24070.1	GO:0010638,GO:0045893
4932.YNL243W	GO:0000131,GO:0006887,GO:0006897,GO:0007015,GO:0007121,GO:0030479,GO:0030674,GO:0031505
771870.XP_003345440.1	GO:0000909,GO:0016020,GO:0030154
4896.SPBC947.12.1	GO:0005737,GO:0034993,GO:0044732
9606.ENSP00000420213	GO:0005829,GO:0005886,GO:0007016,GO:0015629,GO:0019221,GO:0030036
10116.ENSRNOP00000011005	GO:0001666,GO:0003085,GO:0005179,GO:0005634,GO:0006182,GO:0007507,GO:0030308,GO:0032868,GO:0042312,GO:0042629,GO:0048471,GO:0050891,GO:0051428,GO:0071260
9606.ENSP00000459408	GO:0050776
3702.AT2G21660.1	GO:0000380,GO:0003690,GO:0003697,GO:0003729,GO:0005634,GO:0005777,GO:0005829,GO:0006406,GO:0007623,GO:0009409,GO:0009414,GO:0009506,GO:0009507,GO:0009651,GO:0010043,GO:0010119,GO:0010228,GO:0010501,GO:0032508,GO:0045087,GO:0046686,GO:0048046
4932.YDR511W	GO:0005758,GO:0006111,GO:0015976
4896.SPCC584.03c.1	GO:0005635,GO:0007264
9031.ENSGALP00000038677	GO:0005829,GO:0006094,GO:0006096,GO:0044281
3702.AT1G13400.1	GO:0048440,GO:0048653
234621.RER_31730	GO:0004175,GO:0010498,GO:0019773
6239.D2045.6	GO:0000003,GO:0002119,GO:0008285,GO:0008361,GO:0009792,GO:0043066,GO:0045930
10090.ENSMUSP00000023334	GO:0002089,GO:0005886,GO:0005913,GO:0007156,GO:0009566,GO:0042803,GO:0043296,GO:0060042
10090.ENSMUSP00000064819	GO:0005634
511145.b0144	GO:0002097,GO:0005524
4932.YLR276C	GO:0000463,GO:0004003,GO:0004004,GO:0005730,GO:0033680
10090.ENSMUSP00000023330	GO:0005634,GO:0007283
5141.EFNCRP00000008578	GO:0004427,GO:0006796
9606.ENSP00000319984	GO:0005887,GO:0007188,GO:0007207,GO:0007399,GO:0008016,GO:0009615,GO:0016907
4896.SPAPB24D3.01.1	GO:0005634
4896.SPCC1739.08c.1	GO:0005634,GO:0005829
4896.SPBC776.07.1	GO:0005737
9606.ENSP00000301732	GO:0005524,GO:0005886,GO:0016021,GO:0042493,GO:0042626,GO:0097208
208964.PA2977	GO:0004096
5661.XP_003861405.1	GO:0008612
10090.ENSMUSP00000016977	GO:0005739
162425.CADANIAP00000305	GO:0004557,GO:0046355
10090.ENSMUSP00000029888	GO:0005739
7227.FBpp0082885	GO:0007218,GO:0007562
10090.ENSMUSP00000026672	GO:0004115
10090.ENSMUSP00000026670	GO:0060385
10090.ENSMUSP00000131584	GO:0005739
10090.ENSMUSP00000026677	GO:0004060
3702.AT4G29220.1	GO:0003872,GO:0005829,GO:0005886,GO:0006096
4896.SPCC338.04.1	GO:0005739
9606.ENSP00000221978	GO:0005887
316407.1805545	GO:0006974
4896.SPBC776.17.1	GO:0005730,GO:0005829
4932.YLR289W	GO:0003924,GO:0005759,GO:0043022,GO:0045727
9606.ENSP00000402152	GO:0005887,GO:0015378
83332.Rv2476c	GO:0005618,GO:0005829,GO:0005886
511145.b4501	GO:0044349,GO:2000143
4932.YAL047C	GO:0000022,GO:0000070,GO:0005200,GO:0005824,GO:0007020,GO:0030473,GO:0031578
10116.ENSRNOP00000060222	GO:0004674,GO:0008021
9606.ENSP00000420465	GO:0004842,GO:0005737,GO:0043231
9606.ENSP00000310406	GO:0005886,GO:0007165
9606.ENSP00000292147	GO:0000098,GO:0005506,GO:0005634,GO:0005759,GO:0006749,GO:0050313,GO:0070221,GO:0070813
10090.ENSMUSP00000057905	GO:0008455,GO:0018279
3702.AT1G78700.1	GO:0006355
9606.ENSP00000223190	GO:0005654,GO:0006091,GO:0006357,GO:0044255,GO:0044281
9606.ENSP00000259748	GO:0005886,GO:0008543
4932.YIL147C	GO:0004673,GO:0005034,GO:0005887,GO:0006469,GO:0007234,GO:0009927,GO:0046777
511145.b3336	GO:0005506,GO:0005829,GO:0006880,GO:0016020
4932.YGR024C	GO:0006400,GO:0008193
3702.AT4G30520.1	GO:0010150
9606.ENSP00000301945	GO:0004888,GO:0005518,GO:0031258,GO:0031527,GO:0031532,GO:0034446,GO:0051015
3702.AT2G26140.1	GO:0005739,GO:0009536,GO:0016020
3702.AT1G50250.1	GO:0009535,GO:0009941,GO:0010206,GO:0010304,GO:0031977
3702.AT5G23090.1	GO:0005634
9606.ENSP00000227638	GO:0005262,GO:0005783,GO:0005886,GO:0007268,GO:0022840,GO:0032059,GO:0034214,GO:0035872,GO:0045087,GO:0050718,GO:0055077
10116.ENSRNOP00000025349	GO:0001556,GO:0005615,GO:0007193,GO:0008284,GO:0008285,GO:0008584,GO:0030819,GO:0043066,GO:0048471
9606.ENSP00000295491	GO:0005763
4932.YDR246W	GO:0006888,GO:0030008,GO:0051276
3702.AT3G60250.1	GO:0005956,GO:0008134,GO:0019887,GO:0042752
3702.AT1G55930.1	GO:0009941
9606.ENSP00000456208	GO:0006501,GO:0042765
9606.ENSP00000364860	GO:0004714,GO:0005887,GO:0007275,GO:0008285,GO:0030335
9606.ENSP00000299178	GO:0005000,GO:0005080,GO:0005768,GO:0005887,GO:0006091,GO:0007202,GO:0007204,GO:0008015
9031.ENSGALP00000038573	GO:0030177,GO:0045893,GO:0060174
3702.AT5G59780.3	GO:0005634,GO:0009723,GO:0009739,GO:0009751,GO:0009753,GO:0010200,GO:0046686
5141.EFNCRP00000004273	GO:0034599,GO:0070191
10090.ENSMUSP00000027103	GO:0005739
10090.ENSMUSP00000074606	GO:0016337,GO:0030027,GO:0045296
10090.ENSMUSP00000074600	GO:0005739
3702.AT4G02530.1	GO:0009535,GO:0009570,GO:0009941,GO:0031977
9606.ENSP00000364404	GO:0016567,GO:0080008
10090.ENSMUSP00000107458	GO:0006805,GO:0008206,GO:0035264,GO:0042168,GO:0042493,GO:0042632,GO:0070328
9606.ENSP00000288111	GO:0005783
9606.ENSP00000296484	GO:0000922,GO:0005814,GO:0005932
3702.AT4G39210.1	GO:0019252
10090.ENSMUSP00000030201	GO:0006054
10090.ENSMUSP00000011526	GO:0042843,GO:0047837
4896.SPAC15A10.01.1	GO:0005381,GO:0005743,GO:0006879,GO:0034599,GO:0042626
10090.ENSMUSP00000101851	GO:0000287,GO:0006281,GO:0016888
9606.ENSP00000292907	GO:0004129,GO:0005739,GO:0006091
208964.PA2025	GO:0003916,GO:0006536,GO:0006749,GO:0051188
10090.ENSMUSP00000101858	GO:0005634,GO:0005737
511145.b3335	GO:0008233
5141.EFNCRP00000007228	GO:0004673,GO:0005034,GO:0005887,GO:0006469,GO:0007234,GO:0009927,GO:0046777
83332.Rv3805c	GO:0040007
3702.AT5G27470.1	GO:0005829,GO:0046686
4932.YNL038W	GO:0006506
4896.SPBC3B8.01c.1	GO:0004324,GO:0015039,GO:0050660,GO:0050661
511145.b3214	GO:0030288
9606.ENSP00000262158	GO:0000122,GO:0005654,GO:0005829,GO:0005886,GO:0006367,GO:0007179,GO:0010719,GO:0010801,GO:0010944,GO:0022409,GO:0030336,GO:0030509,GO:0030512,GO:0030514,GO:0030617,GO:0031398,GO:0032436,GO:0032925,GO:0033137,GO:0034333,GO:0034616,GO:0034629,GO:0043433,GO:0044212,GO:0045944,GO:0050821,GO:0051444,GO:0060373,GO:0060394
10090.ENSMUSP00000105348	GO:0005737,GO:0016581
122586.NMB2033	GO:0009103
9606.ENSP00000258494	GO:0005739
9606.ENSP00000388241	GO:0005829,GO:0007018,GO:0007596,GO:0019886
4932.YNL138W	GO:0007010,GO:0007265,GO:0008092,GO:0008179,GO:0030479,GO:0051014
4932.YGR145W	GO:0005730,GO:0042274
10090.ENSMUSP00000013807	GO:0001525,GO:0002902,GO:0005634,GO:0007092,GO:0007270,GO:0007611,GO:0008284,GO:0021542,GO:0021955,GO:0031642,GO:0032286,GO:0033032,GO:0033555,GO:0035176,GO:0035749,GO:0042711,GO:0043005,GO:0043066,GO:0043220,GO:0043491,GO:0043542,GO:0045475,GO:0045792,GO:0046621,GO:0048738,GO:0048853,GO:0050680,GO:0050771,GO:0051898,GO:0060024,GO:0060074,GO:0060134,GO:0060179,GO:0060291,GO:0060736,GO:0060997,GO:0061002,GO:0090071,GO:0090344,GO:0090394,GO:0097105,GO:0097107,GO:2000463,GO:2000808,GO:2001235
3702.AT1G32540.1	GO:0009814,GO:0034052,GO:0043068,GO:2000121
4932.YIR025W	GO:0000070,GO:0005680,GO:0007131,GO:0016567,GO:0030071,GO:0031145
3702.AT5G02380.1	GO:0005507
9606.ENSP00000278823	GO:0005667,GO:0006333,GO:0016581
4896.SPBC32H8.02c.1	GO:0000338,GO:0005634,GO:0005737,GO:0019784
4932.YGR250C	GO:0010494
10116.ENSRNOP00000021048	GO:0043234
9606.ENSP00000339393	GO:0002407,GO:0004950,GO:0005887,GO:0006959,GO:0006968,GO:0007204,GO:0045087
9606.ENSP00000333350	GO:0005634,GO:0007417
5061.CADANGAP00008595	GO:0006986
9606.ENSP00000357624	GO:0005516,GO:0005886,GO:0006112,GO:0015629,GO:0044281,GO:0050796,GO:0051015
10090.ENSMUSP00000043173	GO:0001678,GO:0005634,GO:0005829,GO:0007283,GO:0009267,GO:0031018,GO:0043565,GO:0045944
7955.ENSDARP00000064994	GO:0009790
4896.SPAC22E12.13c.1	GO:0005730
9606.ENSP00000357625	GO:0005635,GO:0006309,GO:0006338,GO:0008626,GO:0010637,GO:0031307,GO:0035694,GO:0042803,GO:0043065,GO:0043066,GO:0043243,GO:0043653,GO:0045837,GO:0046982,GO:0051607,GO:0071260,GO:0071279,GO:0072593,GO:0090141,GO:0090200,GO:0097345,GO:1990144
9606.ENSP00000391735	GO:0005789,GO:0055085
3702.AT2G46370.4	GO:0009864,GO:0010046,GO:0010224,GO:0071365,GO:2000030
6239.F38E1.7	GO:0000132,GO:0001714,GO:0045167
4896.SPBC428.05c.1	GO:0000050,GO:0004055,GO:0005829,GO:0006526
9606.ENSP00000289248	GO:0004252,GO:0005886
10090.ENSMUSP00000042590	GO:0005829,GO:1990111
9606.ENSP00000378201	GO:0000122,GO:0016604,GO:0042789,GO:0042803,GO:0046982,GO:0051260
10090.ENSMUSP00000028302	GO:0001076,GO:0001890,GO:0005667,GO:0008045,GO:0021520,GO:0021521,GO:0021526,GO:0021527,GO:0021983,GO:0043066,GO:0045944
9606.ENSP00000258034	GO:0005887,GO:0007268,GO:1990081
10090.ENSMUSP00000028304	GO:0042803,GO:0043621
10090.ENSMUSP00000028306	GO:0005501,GO:0005615,GO:0042573
10090.ENSMUSP00000028307	GO:0001867,GO:0097367
9606.ENSP00000357622	GO:0005634
4896.SPAC3A12.06c.1	GO:0005783
4896.SPCC1739.10.1	GO:0005737,GO:0007127,GO:0032153,GO:0051286
10090.ENSMUSP00000136313	GO:0005739
4932.YKR072C	GO:0004864,GO:0005634,GO:0007346,GO:0009651,GO:0071513
10116.ENSRNOP00000006856	GO:0006915,GO:0007584,GO:0010033,GO:0019904,GO:0044295
4896.SPAC1805.01c.1	GO:0005634,GO:0005829,GO:0051519
9913.ENSBTAP00000040453	GO:0005739
44689.DDB0216270	GO:0000902,GO:0005911,GO:0006928,GO:0030835,GO:0031143,GO:0031209,GO:0031252,GO:0032433
316385.ECDH10B_0959	GO:0006355,GO:0009098,GO:0043201,GO:0043565
316385.ECDH10B_0958	GO:0004791,GO:0050660
44689.DDB0216274	GO:0000281,GO:0005524,GO:0005938,GO:0016887,GO:0016905,GO:0018107,GO:0031037,GO:0046777,GO:0051015,GO:0051017,GO:0051260,GO:0051764
316385.ECDH10B_0955	GO:0005737,GO:0008914,GO:0071596
316385.ECDH10B_0954	GO:0043022
316385.ECDH10B_0957	GO:0016020,GO:0033228,GO:0034775,GO:0042626
316385.ECDH10B_0956	GO:0016021,GO:0033228,GO:0034775,GO:0042626,GO:0070453
316385.ECDH10B_0951	GO:0051603
316385.ECDH10B_0950	GO:0003697,GO:0003723,GO:0008156,GO:0042594
316385.ECDH10B_0952	GO:0006508
4932.YMR154C	GO:0004197,GO:0016485
316407.85674417	GO:0004585,GO:0006974
9606.ENSP00000256379	GO:0003713,GO:0006367,GO:0016592,GO:0045944
7227.FBpp0075097	GO:0007604,GO:0008020
316407.85674412	GO:0042802
3702.AT2G01290.1	GO:0004751,GO:0005737,GO:0008219,GO:0010228
9606.ENSP00000328325	GO:0005634,GO:0005737,GO:0006606
316407.85674418	GO:0006313
4932.YNL103W	GO:0000096,GO:0003713,GO:0005634,GO:0045944,GO:0046685,GO:0046686
7227.FBpp0303135	GO:0005887,GO:0005938,GO:0007156,GO:0007186,GO:0007298,GO:0007435,GO:0007464,GO:0008105,GO:0008356,GO:0016318,GO:0016360,GO:0032231,GO:0035159,GO:0035206,GO:0035320,GO:0042813,GO:0045198,GO:0048675,GO:0060070
3702.AT3G03910.1	GO:0005739,GO:0051171
10090.ENSMUSP00000099881	GO:0005886,GO:0010001,GO:0016198,GO:0030424,GO:0045165
10090.ENSMUSP00000099885	GO:0071593,GO:2000401
511145.b0778	GO:0000287,GO:0004141,GO:0005524,GO:0009102
3702.AT5G20280.1	GO:0005829,GO:0005886,GO:0009506,GO:0046524
511145.b0776	GO:0008710,GO:0009102,GO:0030170
10090.ENSMUSP00000099889	GO:0035458,GO:0035634
10090.ENSMUSP00000099888	GO:0005737,GO:0009615,GO:0035457,GO:0035458
10090.ENSMUSP00000038943	GO:0005737,GO:0005886,GO:0016491
10090.ENSMUSP00000075339	GO:0000120
4932.YGR002C	GO:0000812,GO:0006281,GO:0034087,GO:0035267,GO:0043486
4896.SPAC222.11.1	GO:0005634,GO:0005829,GO:0071456
10090.ENSMUSP00000133360	GO:0003677,GO:0005667,GO:0010861,GO:0030374,GO:0031252,GO:0045944
39947.LOC_Os05g42150.1	GO:0009416,GO:0009733
10090.ENSMUSP00000072091	GO:0004674,GO:0005524,GO:0006950,GO:0007243,GO:0045060
10090.ENSMUSP00000072096	GO:0005634,GO:0005737,GO:0005813,GO:0030496
9606.ENSP00000360576	GO:0005634,GO:0005829,GO:0008219,GO:0010181,GO:0036245,GO:0044281,GO:0045111,GO:0050660,GO:0050661
3702.AT3G20050.1	GO:0005829
3702.AT3G23030.1	GO:0005634,GO:0009733
9606.ENSP00000305221	GO:0006711,GO:0006805,GO:0015020,GO:0052695
4932.YGR288W	GO:0044262
9606.ENSP00000310521	GO:0005215,GO:0005789,GO:0006888
10116.ENSRNOP00000003932	GO:0001666,GO:0005391,GO:0005890,GO:0005901,GO:0016323,GO:0016324
4932.YBR295W	GO:0005507,GO:0005886,GO:0006879,GO:0008551
10090.ENSMUSP00000132945	GO:0008021,GO:0017157
9606.ENSP00000344909	GO:0004727,GO:0005737
9606.ENSP00000313199	GO:0000398,GO:0003723,GO:0005654,GO:0005829,GO:0006401,GO:0030529,GO:0042162
4932.YOR138C	GO:0016579
9606.ENSP00000393776	GO:0005905,GO:0030136,GO:0048268,GO:0072583
9606.ENSP00000344903	GO:0005654,GO:0007596
4896.SPAC1399.05c.1	GO:0005634
4896.SPAC1420.04c.1	GO:0031304,GO:0032543
9606.ENSP00000360157	GO:0000790,GO:0000977,GO:0001227,GO:0045944
9606.ENSP00000291554	GO:0005634,GO:0005737,GO:0007601,GO:0032387,GO:0043066,GO:0051082,GO:0051260
7955.ENSDARP00000052619	GO:0031843
7227.FBpp0305420	GO:0005829,GO:0006974,GO:0007283,GO:0007292,GO:0007476,GO:0007548,GO:0031594,GO:0043066,GO:0045793,GO:0046620,GO:0051124
44689.DDB0237919	GO:0045335
9606.ENSP00000289932	GO:0005886,GO:0055085
4896.SPAC1002.18.1	GO:0005634,GO:0005829
4896.SPBC1604.03c.1	GO:0005783
7227.FBpp0082288	GO:0003834,GO:0004744,GO:0007602,GO:0010436,GO:0016063,GO:0016119,GO:0035238,GO:0042574
3702.AT4G00260.1	GO:0009793
9606.ENSP00000396052	GO:0005634,GO:0005737,GO:0032088,GO:0045892,GO:0051059,GO:0090312,GO:2000210
9606.ENSP00000359285	GO:0001666,GO:0004889,GO:0005892,GO:0006281,GO:0006979,GO:0015464,GO:0035095,GO:0042166,GO:0050890
330779.Saci_0192	GO:0043139,GO:0051539
9606.ENSP00000417378	GO:0005829,GO:0006879,GO:0008286,GO:0016471,GO:0033572,GO:0051701,GO:0090382
9606.ENSP00000440704	GO:0006887
3702.AT3G18010.1	GO:0005829,GO:0048513
10090.ENSMUSP00000051990	GO:0007368,GO:0031016,GO:0032331,GO:0042474,GO:0043066,GO:0048536,GO:0048645,GO:0048705,GO:0048706,GO:0060576
3702.AT4G34450.1	GO:0005829,GO:0005886,GO:0009506,GO:0009507
9913.ENSBTAP00000024326	GO:0005753
7227.FBpp0088852	GO:0005634,GO:0007427,GO:0007438,GO:0007525,GO:0007605,GO:0008584,GO:0008586,GO:0030539,GO:0035277,GO:0035310,GO:0042659,GO:0045465,GO:0045466,GO:0046845,GO:0048098,GO:0048644
4932.YGR095C	GO:0000176,GO:0000177,GO:0000467,GO:0070478,GO:0070481,GO:0070651,GO:0071035,GO:0071038,GO:0071042,GO:0071051
3702.AT4G11260.1	GO:0005634,GO:0005829,GO:0006511,GO:0009408,GO:0009734,GO:0009867,GO:0010187,GO:0019005,GO:0050832,GO:2000072
10116.ENSRNOP00000028877	GO:0004937,GO:0005829,GO:0007568,GO:0045907,GO:0060073
6239.F53A2.6a	GO:0001556,GO:0007286,GO:0043186
10090.ENSMUSP00000083844	GO:0003677,GO:0005667,GO:0005730,GO:0009982,GO:0030374,GO:0031119,GO:0045944
9606.ENSP00000354995	GO:0005524,GO:0005543,GO:0005548,GO:0005739,GO:0005794,GO:0005887,GO:0008203,GO:0009897,GO:0010745,GO:0010887,GO:0015485,GO:0017127,GO:0019534,GO:0032367,GO:0033344,GO:0033700,GO:0033993,GO:0034041,GO:0034436,GO:0034437,GO:0042157,GO:0042632,GO:0042803,GO:0042987,GO:0043531,GO:0055091
7227.FBpp0081484	GO:0000398,GO:0007052,GO:0071011
7227.FBpp0081483	GO:0000122,GO:0003700,GO:0005634,GO:0007420,GO:0007422,GO:0007517,GO:0008347,GO:0032869,GO:0043234,GO:0043565,GO:0045676,GO:0045944,GO:0046982,GO:0048477,GO:0048813,GO:0071456
9606.ENSP00000393312	GO:0000165,GO:0001764,GO:0005007,GO:0005887,GO:0007173,GO:0007411,GO:0008201,GO:0008284,GO:0008286,GO:0010863,GO:0014068,GO:0017134,GO:0038095,GO:0043009,GO:0043406,GO:0045087,GO:0045666,GO:0046777,GO:0048011,GO:0048015,GO:0048705
7227.FBpp0081481	GO:0001964,GO:0002121,GO:0004842,GO:0005829,GO:0005886,GO:0007398,GO:0007422,GO:0007476,GO:0007498,GO:0007616,GO:0008104,GO:0008356,GO:0016360,GO:0030707,GO:0030718,GO:0031987,GO:0042048,GO:0045314,GO:0045747,GO:0046331,GO:0048471,GO:0048749,GO:0048854,GO:0051260,GO:1901981
9606.ENSP00000368965	GO:0005765,GO:0005975,GO:0006027,GO:0007041,GO:0016746,GO:0044281,GO:0051259
9606.ENSP00000367715	GO:0006968
6239.C08C3.1b	GO:0000122,GO:0005634,GO:0009952,GO:0030155,GO:0045138
7955.ENSDARP00000073427	GO:0001757
7227.FBpp0081488	GO:0005839,GO:0006974,GO:0022008,GO:0043161
7227.FBpp0085394	GO:0000977,GO:0005634,GO:0006351,GO:0007411,GO:0007451,GO:0007476,GO:0007479,GO:0007517,GO:0007526,GO:0007559,GO:0036011,GO:0045944,GO:0048190
10090.ENSMUSP00000054545	GO:0005502
9606.ENSP00000297183	GO:0005634,GO:0005737
10116.ENSRNOP00000052402	GO:0005267,GO:0005739,GO:0008144,GO:0008281,GO:0008282,GO:0010107,GO:0015459,GO:0030315,GO:0042493
10090.ENSMUSP00000054548	GO:0016973
4932.YMR192W	GO:0000131,GO:0005798,GO:0005886,GO:0005934,GO:0005935,GO:0006888,GO:0017157
10116.ENSRNOP00000018326	GO:0000790,GO:0003690,GO:0003705,GO:0005654,GO:0005667,GO:0005739,GO:0007179,GO:0007623,GO:0032916,GO:0042752,GO:0042981,GO:0043565,GO:0044212,GO:0045899
10090.ENSMUSP00000092268	GO:0005884,GO:0030048,GO:0051707
10116.ENSRNOP00000018325	GO:0004364,GO:0005640,GO:0005829,GO:0007568,GO:0008144,GO:0031667,GO:0042178,GO:0043295
3702.AT5G67110.1	GO:0005634,GO:0010047
10090.ENSMUSP00000076576	GO:0005057,GO:0007264,GO:0043552
7955.ENSDARP00000061167	GO:0035083
9606.ENSP00000290200	GO:0004872,GO:0006954,GO:0006955,GO:0007165
9606.ENSP00000243077	GO:0001523,GO:0004872,GO:0005765,GO:0007603,GO:0030666,GO:0032403,GO:0034185,GO:0070325,GO:0097242
